index,facility_name,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,CSDname,CSDuid,Pruid,latitude,longitude
5429,St. Joseph's Health Centre - Toronto,general,Hospitals,Public Health Agency of Canada,,30,the queensway,M6R 1B5,toronto,Ontario,30 the queensway toronto Ontario m6r 1b5,Toronto,3520005.0,35,43.640631,-79.450314
5431,St. Joseph's Healthcare - Charlton Campus,general,Hospitals,Public Health Agency of Canada,,50,charlton ave e,L8N 4A6,hamilton,Ontario,50 charlton ave. e. hamilton Ontario l8n 4a6,Hamilton,3525005.0,35,43.240445,-79.884108
5432,St. Joseph's Healthcare - West 5th Campus,psychiatric,Hospitals,Public Health Agency of Canada,,100,west 5 st,L8N 3K7,hamilton,Ontario,100 west 5th st. hamilton Ontario l8n 3k7,Hamilton,3525005.0,35,43.240445,-79.884108
5433,St. Joseph's Healthcare Hamilton,mental health and addiction organization,Hospitals,Province of Ontario,,100,james street s,L8P 2Z2,hamilton,Ontario,,Hamilton,3525005.0,35,43.25397419,-79.8705761
5435,St. Joseph's Healthcare Hamilton - King Campus,hospital - site,Hospitals,Province of Ontario,,2757,king street e,L8G 5E4,hamilton,Ontario,,Hamilton,3525005.0,35,43.22058869,-79.77488487
5436,St. Joseph's Home Care,community support service,Ambulatory health care services,Province of Ontario,,1550,upper james street,L9B 2L6,hamilton,Ontario,,Hamilton,3525005.0,35,43.20362518,-79.89552741
5437,St. Joseph's Hospice,community support service,Nursing and residential care facilities,Province of Ontario,,485,windermere road,N6A 5M2,london,Ontario,,London,3539036.0,35,43.01781968,-81.26516492
5438,St. Joseph's Hospital - London,general,Hospitals,Public Health Agency of Canada,,268,grosvenor st,N6A 4V2,london,Ontario,268 grosvenor st. london Ontario n6a 4v2,London,3539036.0,35,43.000280100000000,-81.25334700000000
5439,St. Joseph's Infirmary,chronic care,Nursing and residential care facilities,Public Health Agency of Canada,,2,oconnor dr,M4K 2K1,toronto,Ontario,2 o'connor dr. toronto Ontario m4k 2k1,Toronto,3520005.0,35,43.708582,-79.34370600000000
5440,St. Joseph's Lifecare Centre,community support service,Nursing and residential care facilities,Province of Ontario,,99,wayne gretzky parkway,N3S 6T6,brantford,Ontario,,Brantford,3529006.0,35,43.14553416,-80.23530631
5443,St. Joseph's Villa (Dundas),community support service,Ambulatory health care services,Province of Ontario,,56,governors road,L9H 5G7,hamilton,Ontario,,Hamilton,3525005.0,35,43.26175889,-79.95770113
5444,"St. Joseph's Villa, Sudbury",long-term care home,Nursing and residential care facilities,Province of Ontario,,1250,south bay road,P3E 6L9,sudbury,Ontario,,Greater Sudbury / Grand Sudbury,3553005.0,35,46.46661488,-80.96677167
5448,St. Joseph’s Continuing Care Centre — Mcconnell Avenue Site,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,K6H 5S5,cornwall,Ontario,,Cornwall,,35,,
5453,St. Joseph’s Motherhouse Martha Wing,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,L9H 7L9,dundas,Ontario,,,,35,,
5454,St. Jude Community Homes,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,431,dundas street e,M5A 2B1,toronto,Ontario,,Toronto,3520005.0,35,43.65914419,-79.36670818
5455,St. Lawrence Lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,,1803,county road 2 e,K6V 5T1,brockville,Ontario,,Elizabethtown-Kitley,3507014.0,35,44.60164641,-75.66542026
5456,St. Lawrence Place,retirement home,Nursing and residential care facilities,Province of Ontario,,181,ontario street,K7L 5M1,kingston,Ontario,,Kingston,3510010.0,35,44.22841651,-76.48109080000000
5457,ST. LEONARD'S COMMUNITY SERVICES,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,12,market street,N3T 5P9,brantford,Ontario,,Brantford,3529006.0,35,43.13946185,-80.26359902
5458,ST. LEONARD'S COMMUNITY SERVICES OF LONDON,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,405,dundas street,N6B 1V9,london,Ontario,,London,3539036.0,35,42.98637198,-81.23902261
5459,St. Mary's Gardens,retirement home,Nursing and residential care facilities,Province of Ontario,,225,fifth avenue,P4N 0B2,timmins,Ontario,,Timmins,3556027.0,35,48.47675827,-81.32892253
5460,St. Mary's General Hospital,general,Hospitals,Public Health Agency of Canada,,911,queens blvd,N2M 1B2,kitchener,Ontario,911 queen's blvd. kitchener Ontario n2m 1b2,Kitchener,3530013.0,35,43.438288300000000,-80.5007975
5461,St. Marys and Area Mobility Service,community support service,Ambulatory health care services,Province of Ontario,,317,james street s,N4X 1A6,saint marys,Ontario,,St. Marys,3531016.0,35,43.25156843,-81.1333145
5462,St. Matthew's Bracondale House,community support service,Nursing and residential care facilities,Province of Ontario,,707,st clair avenue w,M6C 4A1,toronto,Ontario,,Toronto,3520005.0,35,43.68123159,-79.42661820000000
5463,St. Matthew's House,senior active living centre,Nursing and residential care facilities,Province of Ontario,,785,britannia avenue,L8H 2B6,hamilton,Ontario,,Hamilton,3525005.0,35,43.24002559,-79.78103737
5464,St. Michael's Homes,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,277,rusholme road,M6H 2Y9,toronto,Ontario,,Toronto,3520005.0,35,43.65822408,-79.42994370000000
5466,St. Michael's Hospital - Bond St. Site,general,Hospitals,Public Health Agency of Canada,,30,bond st,M5B 1W8,toronto,Ontario,30 bond st. toronto Ontario m5b 1w8,Toronto,3520005.0,35,43.65391470000000,-79.37767060000000
5467,St. Michael's Hospital Academic Family Health Team,family health team - contract,Ambulatory health care services,Province of Ontario,,410,sherbourne street,M4X 1K2,toronto,Ontario,,Toronto,3520005.0,35,43.66473609,-79.37417518
5468,St. Patrick’s Home of Ottawa,community support service,Nursing and residential care facilities,Province of Ontario,,2865,riverside drive,K1V 8N5,ottawa,Ontario,,Ottawa,3506008.0,35,45.36947155,-75.68903093
5471,St. Paul l'Amoreaux Centre,community support service,Nursing and residential care facilities,Province of Ontario,,3333,finch avenue e,M1W 2R9,toronto,Ontario,,Toronto,3520005.0,35,43.79635041,-79.31678308
5473,St. Stephen's Community House,senior active living centre,Nursing and residential care facilities,Province of Ontario,,340,college street,M5T 3A9,toronto,Ontario,,Toronto,3520005.0,35,43.65757158,-79.40343899
5474,St. Thomas - Elgin General Hospital,general,Hospitals,Public Health Agency of Canada,,189,elm st,N5R 5C4,st thomas,Ontario,189 elm st. st. thomas Ontario n5r 5c4,St. Thomas,3534021.0,35,42.7628781,-81.18078270000000
5475,Star (Perth County) Family Health Team,family health team - contract,Ambulatory health care services,Province of Ontario,,511,huron street,N5A 5T8,stratford,Ontario,,Stratford,3531011.0,35,43.37906466,-81.00204587
5476,Stayner Care Centre,long-term care home,Nursing and residential care facilities,Province of Ontario,,7308,highway 26,L0M 1S0,stayner,Ontario,,Clearview,3543005.0,35,44.41953308,-80.09109148
5477,Stevenson Memorial Hospital,general,Hospitals,Public Health Agency of Canada,,200,fletcher cres,L9R 1W7,alliston,Ontario,200 fletcher cres. alliston Ontario l9r 1w7,New Tecumseth,3543007.0,35,44.155748000000000,-79.875121
5479,Stirling Heights,long-term care home,Nursing and residential care facilities,Province of Ontario,,200,stirling macgregor drive,N1S 5B7,cambridge,Ontario,,Cambridge,3530010.0,35,43.33915669,-80.33371706
5480,Stirling Manor Nursing Home,long-term care home,Nursing and residential care facilities,Province of Ontario,,218,edward street,K0K 3E0,stirling,Ontario,,Stirling-Rawdon,3512020.0,35,44.30226088,-77.54846075
5481,Stirling Park Retirement Community,retirement home,Nursing and residential care facilities,Province of Ontario,,310,titan private,K2G 0B1,ottawa,Ontario,,Ottawa,3506008.0,35,45.34708554,-75.73052644
5482,Stirling Towers,retirement home,Nursing and residential care facilities,Province of Ontario,,63,west front street,K0K 3E0,stirling,Ontario,,Stirling-Rawdon,3512020.0,35,44.29550558,-77.54963075
5483,Stittsville Villa,retirement home,Nursing and residential care facilities,Province of Ontario,,1354,main street n,K2S 1V4,ottawa,Ontario,,Ottawa,3506008.0,35,45.26362052,-75.9274985
5484,Stone Lodge,retirement home,Nursing and residential care facilities,Province of Ontario,,165,cole road,N1G 4N9,guelph,Ontario,,Guelph,3523008.0,35,43.51325682,-80.23946794
5485,Stonegate Community Health Centre,children's treatment centre,Ambulatory health care services,Province of Ontario,,2398,yonge street,M4P 2H4,toronto,Ontario,,Toronto,3520005.0,35,43.70972309,-79.39930509
5486,Stonehenge Therapeutic Community Inc.,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,60,westwood road,N1H 7X3,guelph,Ontario,,Guelph,3523008.0,35,43.53352352,-80.27614866
5487,Stoneridge Manor,long-term care home,Nursing and residential care facilities,Province of Ontario,,256,high street,K7C 1X1,carleton place,Ontario,,Carleton Place,3509028.0,35,45.13580539,-76.15419976
5488,Storefront Humber,community support service,Ambulatory health care services,Province of Ontario,,2445,lakeshore boulevard w,M8V 1C5,toronto,Ontario,,Toronto,3520005.0,35,43.61354377,-79.48895881
5489,Stouffville Creek Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,40,freel lane,L4A 8B9,whitchurch-stouffville,Ontario,,Whitchurch-Stouffville,3519044.0,35,43.97208935,-79.24961147
5490,Stratford Family Health Team,family health team - contract,Ambulatory health care services,Province of Ontario,,342,erie street,N5A 2N4,stratford,Ontario,,Stratford,3531011.0,35,43.36359836,-80.98996027
5492,Strathmere Lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,,599,albert street,N7G 3J3,strathroy,Ontario,,Strathroy-Caradoc,3539015.0,35,42.95570205,-81.64392804
5493,Strathroy Middlesex General Hospital,general,Hospitals,Public Health Agency of Canada,,395,carrie st,N7G 3J4,strathroy,Ontario,395 carrie st. strathroy Ontario n7g 3j4,Strathroy-Caradoc,3539015.0,35,42.9609382,-81.63469640000000
5494,Streamway Villa,long-term care home,Nursing and residential care facilities,Province of Ontario,,19,james street w,K9A 2J8,cobourg,Ontario,,Cobourg,3514021.0,35,43.96205389,-78.16781002
5495,"Street Haven at the Crossroads, the",mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,87,pembroke street,M5A 2N9,toronto,Ontario,,Toronto,3520005.0,35,43.65925109,-79.37243298
5496,Street Health Community Nursing Foundation,mental health and addiction organization,Ambulatory health care services,Province of Ontario,,338,dundas street e,M5A 2A1,toronto,Ontario,,Toronto,3520005.0,35,43.65869789,-79.37001078
5497,Streetsville Care Community,long-term care home,Nursing and residential care facilities,Province of Ontario,,1742,bristol road w,L5M 1X9,mississauga,Ontario,,Mississauga,3521005.0,35,43.58212646,-79.70532398
5498,Sts. Peter and Paul Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,221,milner avenue,M1S 4P4,toronto,Ontario,,Toronto,3520005.0,35,43.78816992,-79.24005215
5499,Student Assistance in North Toronto for Seniors,community support service,Ambulatory health care services,Province of Ontario,,25,wanless avenue,M4N 1V5,toronto,Ontario,,Toronto,3520005.0,35,43.726387100000000,-79.4013591
5500,Sudbury and District Health Unit,aids bureau,Ambulatory health care services,Province of Ontario,,1300,paris street,P3E 3A3,sudbury,Ontario,,Greater Sudbury / Grand Sudbury,3553005.0,35,46.46622418,-80.99844758
5501,Sudbury District Nurse Practitioner Clinics,nurse practitioner led clinic,Ambulatory health care services,Province of Ontario,,359,riverside drive,P3E 1H5,sudbury,Ontario,,Greater Sudbury / Grand Sudbury,3553005.0,35,46.48222358,-81.00645759
5502,Sumac Lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,,1464,blackwell road,N7S 5M4,sarnia,Ontario,,Sarnia,3538030.0,35,43.01031973,-82.34671616
5503,Summerville Fht,family health team - contract,Ambulatory health care services,Province of Ontario,,101,queensway w,L5B 2P7,mississauga,Ontario,,Mississauga,3521005.0,35,43.57213966,-79.61082055
5504,Summit Housing & Outreach Programs,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,760,brant street,L7R 4B7,burlington,Ontario,,Burlington,3524002.0,35,43.33226941,-79.80880339
5505,Summit Place,retirement home,Nursing and residential care facilities,Province of Ontario,,850,4 street e,N4K 6A3,owen sound,Ontario,,Owen Sound,3542059.0,35,44.55878477,-80.92755656
5506,Sun Parlor Home for Senior Citizens,long-term care home,Nursing and residential care facilities,Province of Ontario,,175,talbot street e,N8H 1L9,leamington,Ontario,,Leamington,3537003.0,35,42.05585245,-82.58946575
5507,Sunbeam Residential Development Centre,mental health,Nursing and residential care facilities,Public Health Agency of Canada,,2749,kingsway dr,N2C 1A7,kitchener,Ontario,2749 kingsway dr. kitchener Ontario n2c 1a7,Kitchener,3530013.0,35,43.461056300000000,-80.4582188
5508,Sundial Lakeview Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,600,sundial drive,L3V 6H3,orillia,Ontario,,Orillia,3543052.0,35,44.63897785,-79.42409559
5513,Sunnybrook Health Sciences Centre,orthopedic,Hospitals,Public Health Agency of Canada,,43,wellesley st e,M4Y 1H1,toronto,Ontario,43 wellesley st. e. toronto Ontario m4y 1h1,Toronto,3520005.0,35,43.6650195,-79.38233610000000
5515,Sunnybrook Health Sciences Centre - Women's College Hospital,orthopedic,Hospitals,Public Health Agency of Canada,,76,grenville st,M5S 1B2,toronto,Ontario,76 grenville st. toronto Ontario m5s 1b2,Toronto,3520005.0,35,43.66171,-79.387745
5516,Sunnybrook Health Sciences Centre — Reactivation Care Centre Church,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,M9N 1N8,toronto,Ontario,,Toronto,,35,,
5519,Sunnycrest Nursing Home,long-term care home,Nursing and residential care facilities,Province of Ontario,,1635,dundas street e,L1N 2K9,whitby,Ontario,,Whitby,3518009.0,35,43.88695065,-78.90906825
5522,Sunrise of Burlington,retirement home,Nursing and residential care facilities,Province of Ontario,,5401,lakeshore road,L7L 6S5,burlington,Ontario,,Burlington,3524002.0,35,43.36880982,-79.72973777
5523,Sunrise of Thornhill,retirement home,Nursing and residential care facilities,Province of Ontario,,484,steeles avenue w,L4J 0C7,vaughan,Ontario,,Vaughan,3519028.0,35,43.79523551,-79.43742711
5524,Sunrise Senior Living of Aurora,retirement home,Nursing and residential care facilities,Province of Ontario,,3,golf links drive,L4G 7Y4,aurora,Ontario,,Aurora,3519046.0,35,43.99028724,-79.46696414
5525,Sunrise Senior Living of Erin Mills,retirement home,Nursing and residential care facilities,Province of Ontario,,4046,erin mills parkway,L5L 2W7,mississauga,Ontario,,Mississauga,3521005.0,35,43.54899385,-79.68808997
5526,Sunrise Senior Living of Mississauga,retirement home,Nursing and residential care facilities,Province of Ontario,,1279,burnhamthorpe road e,L4Y 3V7,mississauga,Ontario,,Mississauga,3521005.0,35,43.62096837,-79.60555515
5527,Sunrise Senior Living of Oakville,retirement home,Nursing and residential care facilities,Province of Ontario,,456,trafalgar road,L6J 7X1,oakville,Ontario,,Oakville,3524001.0,35,43.45397384,-79.68064656
